m,TagName,
"2012-10-01 00:00:00","ruby","2247"
"2012-10-01 00:00:00","swift","4"
"2012-11-01 00:00:00","assembly","302"
"2012-11-01 00:00:00","c","3177"
"2012-11-01 00:00:00","c#","12176"
"2012-11-01 00:00:00","c++","6242"
"2012-11-01 00:00:00","delphi","440"
"2012-11-01 00:00:00","go","102"
"2012-11-01 00:00:00","java","13511"
"2012-11-01 00:00:00","javascript","12278"
"2012-11-01 00:00:00","perl","636"
"2012-11-01 00:00:00","php","11685"
"2012-11-01 00:00:00","python","6374"
"2012-11-01 00:00:00","r","1343"
"2012-11-01 00:00:00","ruby","2123"
"2012-11-01 00:00:00","swift","4"
"2012-12-01 00:00:00","assembly","260"
"2012-12-01 00:00:00","c","2554"
"2012-12-01 00:00:00","c#","10890"
"2012-12-01 00:00:00","c++","5661"
"2012-12-01 00:00:00","delphi","426"
"2012-12-01 00:00:00","go","112"
"2012-12-01 00:00:00","java","12337"
"2012-12-01 00:00:00","javascript","11686"
"2012-12-01 00:00:00","perl","550"
"2012-12-01 00:00:00","php","10967"
"2012-12-01 00:00:00","python","5728"
"2012-12-01 00:00:00","r","1209"
"2012-12-01 00:00:00","ruby","1901"
"2012-12-01 00:00:00","swift","4"
"2013-01-01 00:00:00","assembly","290"
"2013-01-01 00:00:00","c","2892"
"2013-01-01 00:00:00","c#","12693"
"2013-01-01 00:00:00","c++","6007"
"2013-01-01 00:00:00","delphi","480"
"2013-01-01 00:00:00","go","100"
"2013-01-01 00:00:00","java","13624"
"2013-01-01 00:00:00","javascript","13725"
"2013-01-01 00:00:00","perl","659"
"2013-01-01 00:00:00","php","12786"
"2013-01-01 00:00:00","python","6537"
"2013-01-01 00:00:00","r","1504"
"2013-01-01 00:00:00","ruby","2294"
"2013-01-01 00:00:00","swift","5"
"2013-02-01 00:00:00","assembly","324"
"2013-02-01 00:00:00","c","3082"
"2013-02-01 00:00:00","c#","12430"
"2013-02-01 00:00:00","c++","6033"
"2013-02-01 00:00:00","delphi","444"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","java","13603"
"2013-02-01 00:00:00","javascript","13561"
"2013-02-01 00:00:00","perl","745"
"2013-02-01 00:00:00","php","12438"
"2013-02-01 00:00:00","python","6705"
"2013-02-01 00:00:00","r","1654"
"2013-02-01 00:00:00","ruby","2208"
"2013-02-01 00:00:00","swift","6"
"2013-03-01 00:00:00","assembly","367"
"2013-03-01 00:00:00","c","3410"
"2013-03-01 00:00:00","c#","14181"
"2013-03-01 00:00:00","c++","7145"
"2013-03-01 00:00:00","delphi","520"
"2013-03-01 00:00:00","go","126"
"2013-03-01 00:00:00","java","15809"
"2013-03-01 00:00:00","javascript","15211"
"2013-03-01 00:00:00","perl","849"
"2013-03-01 00:00:00","php","13996"
"2013-03-01 00:00:00","python","7581"
"2013-03-01 00:00:00","r","1838"
"2013-03-01 00:00:00","ruby","2548"
"2013-03-01 00:00:00","swift","5"
"2013-04-01 00:00:00","assembly","328"
"2013-04-01 00:00:00","c","3511"
"2013-04-01 00:00:00","c#","13805"
"2013-04-01 00:00:00","c++","7077"
"2013-04-01 00:00:00","delphi","506"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","java","16091"
"2013-04-01 00:00:00","javascript","15224"
"2013-04-01 00:00:00","perl","837"
"2013-04-01 00:00:00","php","13291"
"2013-04-01 00:00:00","python","7889"
"2013-04-01 00:00:00","r","1828"
"2013-04-01 00:00:00","ruby","2455"
"2013-04-01 00:00:00","swift","6"
"2013-05-01 00:00:00","assembly","299"
"2013-05-01 00:00:00","c","3177"
"2013-05-01 00:00:00","c#","13354"
"2013-05-01 00:00:00","c++","6785"
"2013-05-01 00:00:00","delphi","525"
"2013-05-01 00:00:00","go","141"
"2013-05-01 00:00:00","java","15120"
"2013-05-01 00:00:00","javascript","14950"
"2013-05-01 00:00:00","perl","900"
"2013-05-01 00:00:00","php","12970"
"2013-05-01 00:00:00","python","7770"
"2013-05-01 00:00:00","r","1771"
"2013-05-01 00:00:00","ruby","2331"
"2013-05-01 00:00:00","swift","2"
"2013-06-01 00:00:00","assembly","291"
"2013-06-01 00:00:00","c","2921"
"2013-06-01 00:00:00","c#","12677"
"2013-06-01 00:00:00","c++","6161"
"2013-06-01 00:00:00","delphi","472"
"2013-06-01 00:00:00","go","175"
"2013-06-01 00:00:00","java","13798"
"2013-06-01 00:00:00","javascript","14478"
"2013-06-01 00:00:00","perl","825"
"2013-06-01 00:00:00","php","12594"
"2013-06-01 00:00:00","python","7554"
"2013-06-01 00:00:00","r","1758"
"2013-06-01 00:00:00","ruby","2211"
"2013-06-01 00:00:00","swift","4"
"2013-07-01 00:00:00","assembly","294"
"2013-07-01 00:00:00","c","2985"
"2013-07-01 00:00:00","c#","14043"
"2013-07-01 00:00:00","c++","6539"
"2013-07-01 00:00:00","delphi","502"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","java","15020"
"2013-07-01 00:00:00","javascript","16686"
"2013-07-01 00:00:00","perl","950"
"2013-07-01 00:00:00","php","14165"
"2013-07-01 00:00:00","python","8565"
"2013-07-01 00:00:00","r","1952"
"2013-07-01 00:00:00","ruby","2428"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","assembly","210"
"2013-08-01 00:00:00","c","2990"
"2013-08-01 00:00:00","c#","13740"
"2013-08-01 00:00:00","c++","6205"
"2013-08-01 00:00:00","delphi","446"
"2013-08-01 00:00:00","go","206"
"2013-08-01 00:00:00","java","14905"
"2013-08-01 00:00:00","javascript","16709"
"2013-08-01 00:00:00","perl","830"
"2013-08-01 00:00:00","php","14176"
"2013-08-01 00:00:00","python","7896"
"2013-08-01 00:00:00","r","1907"
"2013-08-01 00:00:00","ruby","2472"
"2013-08-01 00:00:00","swift","4"
"2013-09-01 00:00:00","assembly","287"
"2013-09-01 00:00:00","c","3364"
"2013-09-01 00:00:00","c#","13630"
"2013-09-01 00:00:00","c++","6478"
"2013-09-01 00:00:00","delphi","484"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","java","16093"
"2013-09-01 00:00:00","javascript","17544"
"2013-09-01 00:00:00","perl","683"
"2013-09-01 00:00:00","php","14086"
"2013-09-01 00:00:00","python","7909"
"2013-09-01 00:00:00","r","1699"
"2013-09-01 00:00:00","ruby","2377"
"2013-09-01 00:00:00","swift","9"
"2013-10-01 00:00:00","assembly","374"
"2013-10-01 00:00:00","c","4211"
"2013-10-01 00:00:00","c#","15067"
"2013-10-01 00:00:00","c++","7900"
"2013-10-01 00:00:00","delphi","517"
"2013-10-01 00:00:00","go","210"
"2013-10-01 00:00:00","java","18535"
"2013-10-01 00:00:00","javascript","19555"
"2013-10-01 00:00:00","perl","810"
"2013-10-01 00:00:00","php","15145"
"2013-10-01 00:00:00","python","9425"
"2013-10-01 00:00:00","r","2073"
"2013-10-01 00:00:00","ruby","2780"
"2013-10-01 00:00:00","swift","10"
"2013-11-01 00:00:00","assembly","415"
"2013-11-01 00:00:00","c","4246"
"2013-11-01 00:00:00","c#","14464"
"2013-11-01 00:00:00","c++","8055"
"2013-11-01 00:00:00","delphi","456"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","java","18541"
"2013-11-01 00:00:00","javascript","18326"
"2013-11-01 00:00:00","perl","815"
"2013-11-01 00:00:00","php","14668"
"2013-11-01 00:00:00","python","9437"
"2013-11-01 00:00:00","r","2169"
"2013-11-01 00:00:00","ruby","2567"
"2013-11-01 00:00:00","swift","5"
"2013-12-01 00:00:00","assembly","353"
"2013-12-01 00:00:00","c","3480"
"2013-12-01 00:00:00","c#","13511"
"2013-12-01 00:00:00","c++","6952"
"2013-12-01 00:00:00","delphi","444"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","java","17275"
"2013-12-01 00:00:00","javascript","17877"
"2013-12-01 00:00:00","perl","759"
"2013-12-01 00:00:00","php","14226"
"2013-12-01 00:00:00","python","8384"
"2013-12-01 00:00:00","r","1901"
"2013-12-01 00:00:00","ruby","2427"
"2013-12-01 00:00:00","swift","10"
"2014-01-01 00:00:00","assembly","335"
"2014-01-01 00:00:00","c","3701"
"2014-01-01 00:00:00","c#","15206"
"2014-01-01 00:00:00","c++","7616"
"2014-01-01 00:00:00","delphi","483"
"2014-01-01 00:00:00","go","300"
"2014-01-01 00:00:00","java","18503"
"2014-01-01 00:00:00","javascript","20935"
"2014-01-01 00:00:00","perl","805"
"2014-01-01 00:00:00","php","16577"
"2014-01-01 00:00:00","python","9787"
"2014-01-01 00:00:00","r","2331"
"2014-01-01 00:00:00","ruby","2745"
"2014-01-01 00:00:00","swift","6"
"2014-02-01 00:00:00","assembly","372"
"2014-02-01 00:00:00","c","3948"
"2014-02-01 00:00:00","c#","15004"
"2014-02-01 00:00:00","c++","7599"
"2014-02-01 00:00:00","delphi","490"
"2014-02-01 00:00:00","go","203"
"2014-02-01 00:00:00","java","19045"
"2014-02-01 00:00:00","javascript","20966"
"2014-02-01 00:00:00","perl","787"
"2014-02-01 00:00:00","php","16300"
"2014-02-01 00:00:00","python","9835"
"2014-02-01 00:00:00","r","2606"
"2014-02-01 00:00:00","ruby","2587"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","446"
"2014-03-01 00:00:00","c","4526"
"2014-03-01 00:00:00","c#","16027"
"2014-03-01 00:00:00","c++","8597"
"2014-03-01 00:00:00","delphi","439"
"2014-03-01 00:00:00","go","254"
"2014-03-01 00:00:00","java","21715"
"2014-03-01 00:00:00","javascript","22470"
"2014-03-01 00:00:00","perl","905"
"2014-03-01 00:00:00","php","18102"
"2014-03-01 00:00:00","python","11347"
"2014-03-01 00:00:00","r","2785"
"2014-03-01 00:00:00","ruby","2935"
"2014-03-01 00:00:00","swift","5"
"2014-04-01 00:00:00","assembly","358"
"2014-04-01 00:00:00","c","3968"
"2014-04-01 00:00:00","c#","15169"
"2014-04-01 00:00:00","c++","8058"
"2014-04-01 00:00:00","delphi","385"
"2014-04-01 00:00:00","go","340"
"2014-04-01 00:00:00","java","20621"
"2014-04-01 00:00:00","javascript","21243"
"2014-04-01 00:00:00","perl","819"
"2014-04-01 00:00:00","php","17423"
"2014-04-01 00:00:00","python","10667"
"2014-04-01 00:00:00","r","2711"
"2014-04-01 00:00:00","ruby","2736"
"2014-04-01 00:00:00","swift","4"
"2014-05-01 00:00:00","assembly","326"
"2014-05-01 00:00:00","c","3228"
"2014-05-01 00:00:00","c#","13768"
"2014-05-01 00:00:00","c++","6710"
"2014-05-01 00:00:00","delphi","468"
"2014-05-01 00:00:00","go","278"
"2014-05-01 00:00:00","java","17751"
"2014-05-01 00:00:00","javascript","19584"
"2014-05-01 00:00:00","perl","793"
"2014-05-01 00:00:00","php","14563"
"2014-05-01 00:00:00","python","9170"
"2014-05-01 00:00:00","r","2570"
"2014-05-01 00:00:00","ruby","2666"
"2014-05-01 00:00:00","swift","9"
"2014-06-01 00:00:00","assembly","263"
"2014-06-01 00:00:00","c","2745"
"2014-06-01 00:00:00","c#","12361"
"2014-06-01 00:00:00","c++","5601"
"2014-06-01 00:00:00","delphi","413"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","java","15738"
"2014-06-01 00:00:00","javascript","18125"
"2014-06-01 00:00:00","perl","675"
"2014-06-01 00:00:00","php","12826"
"2014-06-01 00:00:00","python","8852"
"2014-06-01 00:00:00","r","2382"
"2014-06-01 00:00:00","ruby","2322"
"2014-06-01 00:00:00","swift","2380"
"2014-07-01 00:00:00","assembly","212"
"2014-07-01 00:00:00","c","2807"
"2014-07-01 00:00:00","c#","13535"
"2014-07-01 00:00:00","c++","6210"
"2014-07-01 00:00:00","delphi","441"
"2014-07-01 00:00:00","go","450"
"2014-07-01 00:00:00","java","17191"
"2014-07-01 00:00:00","javascript","19944"
"2014-07-01 00:00:00","perl","732"
"2014-07-01 00:00:00","php","14114"
"2014-07-01 00:00:00","python","9847"
"2014-07-01 00:00:00","r","2614"
"2014-07-01 00:00:00","ruby","2547"
"2014-07-01 00:00:00","swift","1630"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c","2663"
"2014-08-01 00:00:00","c#","12382"
"2014-08-01 00:00:00","c++","5829"
"2014-08-01 00:00:00","delphi","419"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","java","15580"
"2014-08-01 00:00:00","javascript","18290"
"2014-08-01 00:00:00","perl","683"
"2014-08-01 00:00:00","php","13063"
"2014-08-01 00:00:00","python","9055"
"2014-08-01 00:00:00","r","2448"
"2014-08-01 00:00:00","ruby","2454"
"2014-08-01 00:00:00","swift","1683"
"2014-09-01 00:00:00","assembly","272"
"2014-09-01 00:00:00","c","3208"
"2014-09-01 00:00:00","c#","12224"
"2014-09-01 00:00:00","c++","6131"
"2014-09-01 00:00:00","delphi","441"
"2014-09-01 00:00:00","go","389"
"2014-09-01 00:00:00","java","16500"
"2014-09-01 00:00:00","javascript","17965"
"2014-09-01 00:00:00","perl","678"
"2014-09-01 00:00:00","php","13203"
"2014-09-01 00:00:00","python","8704"
"2014-09-01 00:00:00","r","2351"
"2014-09-01 00:00:00","ruby","2260"
"2014-09-01 00:00:00","swift","1888"
"2014-10-01 00:00:00","assembly","386"
"2014-10-01 00:00:00","c","3773"
"2014-10-01 00:00:00","c#","12445"
"2014-10-01 00:00:00","c++","6768"
"2014-10-01 00:00:00","delphi","406"
"2014-10-01 00:00:00","go","378"
"2014-10-01 00:00:00","java","17710"
"2014-10-01 00:00:00","javascript","18774"
"2014-10-01 00:00:00","perl","638"
"2014-10-01 00:00:00","php","13407"
"2014-10-01 00:00:00","python","9523"
"2014-10-01 00:00:00","r","2754"
"2014-10-01 00:00:00","ruby","2334"
"2014-10-01 00:00:00","swift","2451"
"2014-11-01 00:00:00","assembly","374"
"2014-11-01 00:00:00","c","3634"
"2014-11-01 00:00:00","c#","11761"
"2014-11-01 00:00:00","c++","6498"
"2014-11-01 00:00:00","delphi","422"
"2014-11-01 00:00:00","go","335"
"2014-11-01 00:00:00","java","17661"
"2014-11-01 00:00:00","javascript","17839"
"2014-11-01 00:00:00","perl","656"
"2014-11-01 00:00:00","php","12884"
"2014-11-01 00:00:00","python","9511"
"2014-11-01 00:00:00","r","2690"
"2014-11-01 00:00:00","ruby","2105"
"2014-11-01 00:00:00","swift","2541"
"2014-12-01 00:00:00","assembly","318"
"2014-12-01 00:00:00","c","3136"
"2014-12-01 00:00:00","c#","10992"
"2014-12-01 00:00:00","c++","6025"
"2014-12-01 00:00:00","delphi","312"
"2014-12-01 00:00:00","go","349"
"2014-12-01 00:00:00","java","16216"
"2014-12-01 00:00:00","javascript","16857"
"2014-12-01 00:00:00","perl","564"
"2014-12-01 00:00:00","php","12177"
"2014-12-01 00:00:00","python","8990"
"2014-12-01 00:00:00","r","2346"
"2014-12-01 00:00:00","ruby","2138"
"2014-12-01 00:00:00","swift","2471"
"2015-01-01 00:00:00","assembly","332"
"2015-01-01 00:00:00","c","3197"
"2015-01-01 00:00:00","c#","11673"
"2015-01-01 00:00:00","c++","6090"
"2015-01-01 00:00:00","delphi","375"
"2015-01-01 00:00:00","go","467"
"2015-01-01 00:00:00","java","16408"
"2015-01-01 00:00:00","javascript","18408"
"2015-01-01 00:00:00","perl","587"
"2015-01-01 00:00:00","php","13469"
"2015-01-01 00:00:00","python","9625"
"2015-01-01 00:00:00","r","2666"
"2015-01-01 00:00:00","ruby","2412"
"2015-01-01 00:00:00","swift","3034"
"2015-02-01 00:00:00","assembly","355"
"2015-02-01 00:00:00","c","3350"
"2015-02-01 00:00:00","c#","11726"
"2015-02-01 00:00:00","c++","6428"
"2015-02-01 00:00:00","delphi","409"
"2015-02-01 00:00:00","go","380"
"2015-02-01 00:00:00","java","16631"
"2015-02-01 00:00:00","javascript","18538"
"2015-02-01 00:00:00","perl","561"
"2015-02-01 00:00:00","php","13393"
"2015-02-01 00:00:00","python","10145"
"2015-02-01 00:00:00","r","2949"
"2015-02-01 00:00:00","ruby","2252"
"2015-02-01 00:00:00","swift","3222"
"2015-03-01 00:00:00","assembly","378"
"2015-03-01 00:00:00","c","3900"
"2015-03-01 00:00:00","c#","13181"
"2015-03-01 00:00:00","c++","7346"
"2015-03-01 00:00:00","delphi","404"
"2015-03-01 00:00:00","go","467"
"2015-03-01 00:00:00","java","19605"
"2015-03-01 00:00:00","javascript","20391"
"2015-03-01 00:00:00","perl","628"
"2015-03-01 00:00:00","php","14792"
"2015-03-01 00:00:00","python","11519"
"2015-03-01 00:00:00","r","3546"
"2015-03-01 00:00:00","ruby","2451"
"2015-03-01 00:00:00","swift","3577"
"2015-04-01 00:00:00","assembly","432"
"2015-04-01 00:00:00","c","3934"
"2015-04-01 00:00:00","c#","13002"
"2015-04-01 00:00:00","c++","7101"
"2015-04-01 00:00:00","delphi","384"
"2015-04-01 00:00:00","go","385"
"2015-04-01 00:00:00","java","19677"
"2015-04-01 00:00:00","javascript","20791"
"2015-04-01 00:00:00","perl","574"
"2015-04-01 00:00:00","php","14840"
"2015-04-01 00:00:00","python","11360"
"2015-04-01 00:00:00","r","3305"
"2015-04-01 00:00:00","ruby","2492"
"2015-04-01 00:00:00","swift","3997"
"2015-05-01 00:00:00","assembly","365"
"2015-05-01 00:00:00","c","3506"
"2015-05-01 00:00:00","c#","13283"
"2015-05-01 00:00:00","c++","6779"
"2015-05-01 00:00:00","delphi","399"
"2015-05-01 00:00:00","go","395"
"2015-05-01 00:00:00","java","18404"
"2015-05-01 00:00:00","javascript","22018"
"2015-05-01 00:00:00","perl","525"
"2015-05-01 00:00:00","php","14449"
"2015-05-01 00:00:00","python","11161"
"2015-05-01 00:00:00","r","3406"
"2015-05-01 00:00:00","ruby","2497"
"2015-05-01 00:00:00","swift","3777"
"2015-06-01 00:00:00","assembly","264"
"2015-06-01 00:00:00","c","3150"
"2015-06-01 00:00:00","c#","13457"
"2015-06-01 00:00:00","c++","6481"
"2015-06-01 00:00:00","delphi","386"
"2015-06-01 00:00:00","go","421"
"2015-06-01 00:00:00","java","17722"
"2015-06-01 00:00:00","javascript","22486"
"2015-06-01 00:00:00","perl","569"
"2015-06-01 00:00:00","php","14245"
"2015-06-01 00:00:00","python","11725"
"2015-06-01 00:00:00","r","3407"
"2015-06-01 00:00:00","ruby","2569"
"2015-06-01 00:00:00","swift","4310"
"2015-07-01 00:00:00","assembly","259"
"2015-07-01 00:00:00","c","2801"
"2015-07-01 00:00:00","c#","14041"
"2015-07-01 00:00:00","c++","6666"
"2015-07-01 00:00:00","delphi","384"
"2015-07-01 00:00:00","go","465"
"2015-07-01 00:00:00","java","18555"
"2015-07-01 00:00:00","javascript","23826"
"2015-07-01 00:00:00","perl","578"
"2015-07-01 00:00:00","php","15239"
"2015-07-01 00:00:00","python","12249"
"2015-07-01 00:00:00","r","3963"
"2015-07-01 00:00:00","ruby","2577"
"2015-07-01 00:00:00","swift","5128"
"2015-08-01 00:00:00","assembly","218"
"2015-08-01 00:00:00","c","2564"
"2015-08-01 00:00:00","c#","13160"
"2015-08-01 00:00:00","c++","5850"
"2015-08-01 00:00:00","delphi","384"
"2015-08-01 00:00:00","go","445"
"2015-08-01 00:00:00","java","16981"
"2015-08-01 00:00:00","javascript","22029"
"2015-08-01 00:00:00","perl","551"
"2015-08-01 00:00:00","php","14120"
"2015-08-01 00:00:00","python","11171"
"2015-08-01 00:00:00","r","3488"
"2015-08-01 00:00:00","ruby","2305"
"2015-08-01 00:00:00","swift","5067"
"2015-09-01 00:00:00","assembly","254"
"2015-09-01 00:00:00","c","3075"
"2015-09-01 00:00:00","c#","12871"
"2015-09-01 00:00:00","c++","5885"
"2015-09-01 00:00:00","delphi","356"
"2015-09-01 00:00:00","go","417"
"2015-09-01 00:00:00","java","16826"
"2015-09-01 00:00:00","javascript","21283"
"2015-09-01 00:00:00","perl","464"
"2015-09-01 00:00:00","php","13396"
"2015-09-01 00:00:00","python","10913"
"2015-09-01 00:00:00","r","3315"
"2015-09-01 00:00:00","ruby","2152"
"2015-09-01 00:00:00","swift","4528"
"2015-10-01 00:00:00","assembly","426"
"2015-10-01 00:00:00","c","3662"
"2015-10-01 00:00:00","c#","12728"
"2015-10-01 00:00:00","c++","7014"
"2015-10-01 00:00:00","delphi","420"
"2015-10-01 00:00:00","go","421"
"2015-10-01 00:00:00","java","18406"
"2015-10-01 00:00:00","javascript","21693"
"2015-10-01 00:00:00","perl","495"
"2015-10-01 00:00:00","php","13795"
"2015-10-01 00:00:00","python","12427"
"2015-10-01 00:00:00","r","3649"
"2015-10-01 00:00:00","ruby","2185"
"2015-10-01 00:00:00","swift","4279"
"2015-11-01 00:00:00","assembly","399"
"2015-11-01 00:00:00","c","3592"
"2015-11-01 00:00:00","c#","12320"
"2015-11-01 00:00:00","c++","7053"
"2015-11-01 00:00:00","delphi","388"
"2015-11-01 00:00:00","go","432"
"2015-11-01 00:00:00","java","17659"
"2015-11-01 00:00:00","javascript","21143"
"2015-11-01 00:00:00","perl","463"
"2015-11-01 00:00:00","php","13182"
"2015-11-01 00:00:00","python","12226"
"2015-11-01 00:00:00","r","3518"
"2015-11-01 00:00:00","ruby","1952"
"2015-11-01 00:00:00","swift","4303"
"2015-12-01 00:00:00","assembly","350"
"2015-12-01 00:00:00","c","3078"
"2015-12-01 00:00:00","c#","12077"
"2015-12-01 00:00:00","c++","6532"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","go","415"
"2015-12-01 00:00:00","java","16445"
"2015-12-01 00:00:00","javascript","20967"
"2015-12-01 00:00:00","perl","478"
"2015-12-01 00:00:00","php","13601"
"2015-12-01 00:00:00","python","11594"
"2015-12-01 00:00:00","r","3169"
"2015-12-01 00:00:00","ruby","2025"
"2015-12-01 00:00:00","swift","4358"
"2016-01-01 00:00:00","assembly","245"
"2016-01-01 00:00:00","c","3032"
"2016-01-01 00:00:00","c#","12310"
"2016-01-01 00:00:00","c++","6077"
"2016-01-01 00:00:00","delphi","317"
"2016-01-01 00:00:00","go","494"
"2016-01-01 00:00:00","java","16544"
"2016-01-01 00:00:00","javascript","22408"
"2016-01-01 00:00:00","perl","445"
"2016-01-01 00:00:00","php","14417"
"2016-01-01 00:00:00","python","12298"
"2016-01-01 00:00:00","r","3517"
"2016-01-01 00:00:00","ruby","2139"
"2016-01-01 00:00:00","swift","4766"
"2016-02-01 00:00:00","assembly","346"
"2016-02-01 00:00:00","c","3262"
"2016-02-01 00:00:00","c#","12691"
"2016-02-01 00:00:00","c++","6533"
"2016-02-01 00:00:00","delphi","355"
"2016-02-01 00:00:00","go","540"
"2016-02-01 00:00:00","java","17761"
"2016-02-01 00:00:00","javascript","22356"
"2016-02-01 00:00:00","perl","500"
"2016-02-01 00:00:00","php","14779"
"2016-02-01 00:00:00","python","13213"
"2016-02-01 00:00:00","r","3575"
"2016-02-01 00:00:00","ruby","2246"
"2016-02-01 00:00:00","swift","4734"
"2016-03-01 00:00:00","assembly","435"
"2016-03-01 00:00:00","c","3430"
"2016-03-01 00:00:00","c#","13551"
"2016-03-01 00:00:00","c++","6992"
"2016-03-01 00:00:00","delphi","338"
"2016-03-01 00:00:00","go","592"
"2016-03-01 00:00:00","java","19785"
"2016-03-01 00:00:00","javascript","23968"
"2016-03-01 00:00:00","perl","467"
"2016-03-01 00:00:00","php","15002"
"2016-03-01 00:00:00","python","14019"
"2016-03-01 00:00:00","r","4036"
"2016-03-01 00:00:00","ruby","2255"
"2016-03-01 00:00:00","swift","5055"
"2016-04-01 00:00:00","assembly","413"
"2016-04-01 00:00:00","c","3346"
"2016-04-01 00:00:00","c#","13658"
"2016-04-01 00:00:00","c++","6868"
"2016-04-01 00:00:00","delphi","326"
"2016-04-01 00:00:00","go","601"
"2016-04-01 00:00:00","java","19390"
"2016-04-01 00:00:00","javascript","23336"
"2016-04-01 00:00:00","perl","492"
"2016-04-01 00:00:00","php","14356"
"2016-04-01 00:00:00","python","13582"
"2016-04-01 00:00:00","r","4115"
"2016-04-01 00:00:00","ruby","2211"
"2016-04-01 00:00:00","swift","4733"
"2016-05-01 00:00:00","assembly","324"
"2016-05-01 00:00:00","c","2714"
"2016-05-01 00:00:00","c#","13444"
"2016-05-01 00:00:00","c++","6110"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","go","577"
"2016-05-01 00:00:00","java","16932"
"2016-05-01 00:00:00","javascript","22882"
"2016-05-01 00:00:00","perl","485"
"2016-05-01 00:00:00","php","14343"
"2016-05-01 00:00:00","python","13065"
"2016-05-01 00:00:00","r","3788"
"2016-05-01 00:00:00","ruby","2127"
"2016-05-01 00:00:00","swift","4396"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c","2290"
"2016-06-01 00:00:00","c#","13013"
"2016-06-01 00:00:00","c++","5690"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","go","546"
"2016-06-01 00:00:00","java","15856"
"2016-06-01 00:00:00","javascript","22055"
"2016-06-01 00:00:00","perl","434"
"2016-06-01 00:00:00","php","13537"
"2016-06-01 00:00:00","python","12864"
"2016-06-01 00:00:00","r","3850"
"2016-06-01 00:00:00","ruby","2100"
"2016-06-01 00:00:00","swift","4779"
"2016-07-01 00:00:00","assembly","202"
"2016-07-01 00:00:00","c","2340"
"2016-07-01 00:00:00","c#","11940"
"2016-07-01 00:00:00","c++","5441"
"2016-07-01 00:00:00","delphi","242"
"2016-07-01 00:00:00","go","536"
"2016-07-01 00:00:00","java","14873"
"2016-07-01 00:00:00","javascript","22087"
"2016-07-01 00:00:00","perl","413"
"2016-07-01 00:00:00","php","12827"
"2016-07-01 00:00:00","python","12773"
"2016-07-01 00:00:00","r","3738"
"2016-07-01 00:00:00","ruby","1894"
"2016-07-01 00:00:00","swift","4911"
"2016-08-01 00:00:00","assembly","256"
"2016-08-01 00:00:00","c","2199"
"2016-08-01 00:00:00","c#","12676"
"2016-08-01 00:00:00","c++","5000"
"2016-08-01 00:00:00","delphi","337"
"2016-08-01 00:00:00","go","566"
"2016-08-01 00:00:00","java","15131"
"2016-08-01 00:00:00","javascript","22563"
"2016-08-01 00:00:00","perl","457"
"2016-08-01 00:00:00","php","12821"
"2016-08-01 00:00:00","python","12870"
"2016-08-01 00:00:00","r","3779"
"2016-08-01 00:00:00","ruby","1872"
"2016-08-01 00:00:00","swift","4885"
"2016-09-01 00:00:00","assembly","335"
"2016-09-01 00:00:00","c","2497"
"2016-09-01 00:00:00","c#","11056"
"2016-09-01 00:00:00","c++","5119"
"2016-09-01 00:00:00","delphi","287"
"2016-09-01 00:00:00","go","510"
"2016-09-01 00:00:00","java","14588"
"2016-09-01 00:00:00","javascript","20335"
"2016-09-01 00:00:00","perl","461"
"2016-09-01 00:00:00","php","12037"
"2016-09-01 00:00:00","python","12293"
"2016-09-01 00:00:00","r","3298"
"2016-09-01 00:00:00","ruby","1919"
"2016-09-01 00:00:00","swift","4838"
"2016-10-01 00:00:00","assembly","396"
"2016-10-01 00:00:00","c","3197"
"2016-10-01 00:00:00","c#","11419"
"2016-10-01 00:00:00","c++","5950"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","go","529"
"2016-10-01 00:00:00","java","15251"
"2016-10-01 00:00:00","javascript","20343"
"2016-10-01 00:00:00","perl","400"
"2016-10-01 00:00:00","php","12159"
"2016-10-01 00:00:00","python","13459"
"2016-10-01 00:00:00","r","3770"
"2016-10-01 00:00:00","ruby","1816"
"2016-10-01 00:00:00","swift","4720"
"2016-11-01 00:00:00","assembly","411"
"2016-11-01 00:00:00","c","3251"
"2016-11-01 00:00:00","c#","11611"
"2016-11-01 00:00:00","c++","6044"
"2016-11-01 00:00:00","delphi","275"
"2016-11-01 00:00:00","go","476"
"2016-11-01 00:00:00","java","15584"
